id_categoria,id_catalogo,id_publicacion,id_comentario,marca,rate,valorization,title,content
3280c85e,fad4ce82,fa2f57cc,34f98e1e,A,5,0,Excelente,Es bueno.
3280c85e,fad4ce82,fa2f57cc,788c76e1,A,5,0,Excelente,"Hasta ahorita, buenos resultados hace 4 meses q lo instalé."
3280c85e,fad4ce82,fc447aa2,639451ce,A,5,0,Excelente,El adecuado.
89163786,2add380e,1b6af987,49b89f66,B,5,6,Excelente,"Entregó la con puntualidad y vale el precio por lo que es, recomiendo comprarse bloquees de hielo de gel, ayuda a enfriar mejor."
89163786,2add380e,1b6af987,dc6b6d86,B,5,4,Excelente,"Es una reverenda maravilla!!! no podemos creer lo eficiente que es para enfriar solo con agua, pero si le pones hielo, se hace mil veces mejor. Es un poco ruidoso, aunque es mucho mejor dormir con ese ruido que con el calorón con el que no dejas de sudar. Ahora ya podemos descansar muyyyyyy agusto!!!."
89163786,2add380e,1b6af987,16e463d9,B,5,0,Excelente,Es ruidoso.
89163786,2add380e,1b6af987,23e45667,B,5,0,Excelente,"Muy bien, no como un ac pero ayuda bastante."
89163786,2add380e,1b6af987,87424477,B,5,0,Excelente,Muy buena compra.
89163786,2add380e,1b6af987,0b221e27,B,5,0,Excelente,"Buena potencia, enfría muy bien."
89163786,2add380e,1b6af987,e93d045a,B,5,-1,Excelente,Enfria rápido y muy bien.
89163786,2add380e,1b6af987,8b759763,B,3,0,Bueno,"Es como un ventilador caro y más ruidoso. Si enfría muy bien el aire que sale del equipo pero no refresca nada la habitación, aunque si específica que no es un aire acondicionado. Para refrescarte tienes que estar directo en la dirección que sale el flujo de aire."
89163786,2add380e,9e708e7e,53d2b3de,B,5,0,Excelente,Muy bueno.
89163786,2add380e,9e708e7e,ec9b30ae,B,5,0,Excelente,Muy buen producto lo recomiendo.
89163786,2add380e,9e708e7e,20693d0a,B,5,0,Excelente,"Es un gran producto, refresca bastante bien pero no enfría como uno podría esperar para el producto. A pesar de colocarle hielos el nivel de enfriamiento es medio, aunque logra refrescar bien una estancia o recámara mediana."
89163786,2add380e,9e708e7e,0f5ffacb,B,4,0,Muy bueno,"Es como un ventilador pero con aire frío. Tienes que ponerlo que apunte directamente hacia ti para que sientas el aire frío, no refresca la habitación solo a la persona donde le esté llegando el aire. Si me gustó, lo compré sabiendo que no es un aire acondicionado.
El pero es que mi cooler hace ruido extraño que me despierta en las noches al subir el agua a donde pones los hielos y tiene 2 meses de uso."
89163786,2add380e,9e708e7e,31563caf,B,5,0,Excelente,Excelente producto.
89163786,2add380e,9e708e7e,a5c72f53,B,5,0,Excelente,"Fácil de usar, instrucciones claras, funciona bien. Efectivamente es algo ruidoso, pero en estos tiempos prefiero soportar ruido que calor."
89163786,2add380e,9e708e7e,d7b1fa2b,B,5,0,Excelente,Sale aire fresco… no frío… es algo ruidoso… aún nose cuanto gasta de luz por que tengo unos días con el. Me lo pongo directo a mi cama y me funciona bastante bien. Pero no refresca la habitación.
89163786,2add380e,9e708e7e,05ff5eb1,B,5,0,Excelente,"El ventilador refresca muy bien para solo ser un enfriador. El agua dura toda la noche, esta bien para una recámara."
89163786,2add380e,9e708e7e,386ef40a,B,5,0,Excelente,"Buen producto, cumple con las expectativas, práctico y en cuanto a su consumo excelente! muy funcional."
89163786,2add380e,9e708e7e,d481ab85,B,3,0,Bueno,"Hay que ser honesto, aún poniendo hielos, o hielo en gel, y agua, casi no enfría, es como un ventilador con una pequeña brisa de humedad, si tú quieres comprarlo para estos calores, no te vayas con la finta de los demás comentarios de que si enfría, solo es un ventilador de $3. 5k, yo creo que todos esos que dicen que si enfría nunca han tenido un punto de comparativa, es mejor los grandes de 6mil ya tuve uno de esos, y esos si enfrían bastante."
89163786,2add380e,9e708e7e,287c866f,B,1,0,Muy malo,No enfría bien ya que es personal y le falta potencia.
89163786,2add380e,9e708e7e,00ee1af5,B,3,0,Bueno,"No es un mal producto pero desafortunadamente no cumple con lo que necesitaba, estoy consciente de que no es un aire acondicionado solo un enfriador no me gustó el hecho de que sus ventilas exteriores sean fijas y que solo tenga un espacio de aproximadamente 5 cm para que salga el aire, tengo un ventilador vertical y honestamente hacía exactamente la misma función y un poco mejor porque distribuye el aire en más espacio."
89163786,2add380e,9e708e7e,a6b4fa3f,B,3,0,Bueno,"Es un producto muy caro para lo que ofrece, lo compré y lo devolví, no enfría el aire como se dice y hace mucho ruido."
89163786,2add380e,9e708e7e,65b69a69,B,1,0,Muy malo,"Consume demasiada energía eléctrica, disparó mi recibo de luz a más de 1000% no tengo ningún otro aparato que consuma mucha energía."
89163786,2add380e,9e708e7e,1b962a06,B,2,0,Malo,No enfría solo es como un ventilador y si tienes puertas y ventanas cerradas se calienta terrible el cuarto.
89163786,2add380e,f7bace2f,9fb5fc0f,B,5,1,Excelente,"El producto me pareció muy bien, cuando le pones agua cumple su función de enfriar. No tiene nada que ver con un aire acondicionado, ya que no enfría un cuarto, pero si sale el aire frío, y tiene una función donde las aspas están girando para que parezca viento frío. Se los recomiendo mucho si quieren sentir aire fresco y consumir poca energía eléctrica, ya que es como de 80 watts. Lo que si debo decir es que no es precisamente muy silencioso, por si lo quieren para dormir lo tomen en cuenta, a mi de cualquier manera me ayuda, duermo con el equipo prendido."
89163786,2add380e,f7bace2f,38e74893,B,5,0,Excelente,"I think this is an excellent product and i like the quality and convenience. However, the climate i'm at is typically a humidity level of 70% or higher. This will always 70% or the. Included paperwork says it will only operate if the humidity is 75% or lower.
For that reason i returned it. But i think if you are in the appropriate climate and be a great device. It's very quiet and easy to use."
89163786,2add380e,f7bace2f,2d16277b,B,5,0,Excelente,Excelente producto así de simple.
89163786,2add380e,f7bace2f,d5b71950,B,1,0,Muy malo,No gasten su dinero en este producto. Un ventilador convencional hace el mismo o mejor trabajo. Cuiden su dinero.
89163786,2add380e,cdf00de8,300c66f2,B,5,1,Excelente,"Bien presentado, práctico. Bueno para quitarle lo caliente al aire.
Es excelente para usarlo en lugares en el exterior."
89163786,2add380e,cdf00de8,eb24e30b,B,5,1,Excelente,Excelente para estos calores y aún buen precio y muy rendidor.
89163786,2add380e,cdf00de8,2ac6d85c,B,5,0,Excelente,Excelente es lo que necesitaba.
89163786,2add380e,cdf00de8,f3f74869,B,4,0,Muy bueno,"Es recomendable ,si volvería a comprar otro."
89163786,2add380e,cdf00de8,40a162cf,B,5,0,Excelente,Buen producto comple con su propósito lo recomiendo saludos.
89163786,2add380e,cdf00de8,69d9fb02,B,5,0,Excelente,"Todavía no se cuánto me gasta de luz, ya veremos. Enfría pero si necesita hielo o cartuchos para campamento pequeños para que de verdad se sienta el cambio de temperatura."
89163786,2add380e,cdf00de8,ebf7eb44,B,5,0,Excelente,"Excelente producto y muy práctico, lo recomiendo."
89163786,2add380e,cdf00de8,29a23e38,B,5,0,Excelente,Cumple su función. Lo agarre a buen precio. Enfría y si pones agua fría y hielo super cool. Lo recomiendo.
89163786,2add380e,cdf00de8,71529670,B,4,0,Muy bueno,"Tiene un error de calidad ya que el osilador ""truena"" al momento de realizar el movimiento de regreso lo que resulta en un ruido molesto con el paso del tiempo. Tengo otros enfriadores de la misma marca que siento funcionan mejor y costaron menos. Lo bueno es su capacidad ya que no se está rellenando a cada rato, dura en promedio unas 8 o 9 horas de uso continuo, dependiendo del lugar."
89163786,2add380e,cdf00de8,40c8bb59,B,4,0,Muy bueno,"Es un enfriador normal, si viven en lugares con temperaturas extremas van a tener que estar cerca de él."
89163786,2add380e,cdf00de8,5b5b1d3b,B,5,0,Excelente,Si hace la diferencia refresca bastante bien.
89163786,2add380e,cdf00de8,93994510,B,5,0,Excelente,Muy buen producto.
89163786,2add380e,cdf00de8,0d963708,B,4,0,Muy bueno,A un no lo utilizo pero lo poco que lo probé es poco el aire que avienta espero que con el agua fría refresque más aún no lo uso continuamente.
89163786,2add380e,cdf00de8,caed957d,B,2,0,Malo,Un ventilador más solo que más caro.
89163786,2add380e,cdf00de8,cdda66fa,B,1,0,Muy malo,"Es de buen tamaño, y refresca el aire de una habitación.
Todo muy bien, solo que el unico problema que me paso esque a los 2 meses de uso dejo de funcionar la bomba que sube el agua al deposito donde va el hielo, y por ese detalle dejo de refrescar el aire por que ya no circula el agua."
89163786,2add380e,cdf00de8,70b9ddf7,B,3,0,Bueno,"La mercadotecnia lo hace ver chico y práctico, la verdad es mediano y un poco estorboso, no es algo que puedas esconder en el closet, hace mucho ruido, de verdad hace mucho ruido, con agua y sin función freeze solo avienta aire, pero no refresca, lo probé con hielos en el compartimiento y los hielos duran 15 minutos que son los que da aire frio y se acaba el veinte, en resumen no me satisfizo."
89163786,2add380e,cdf00de8,9cd6ef82,B,1,0,Muy malo,"Mucho dinero para lo que realmente ofrece, tienes que estar muy cerca de el para que puedas sentir algo de beneficio, un cuarto de 4×3mts no baja nada la temperatura como si fuera un ventilador normal. Es silencioso y los 15 litros de agua aguantan para unas 12 horas sin parar, en resumen no compraria otro."
89163786,2add380e,7811e13c,dd401c19,B,4,2,Muy bueno,Funciona bien pero el deposito del hielo debería ser más grande para que dure el agua más tiempo fría.
89163786,2add380e,7811e13c,ccb095d3,B,4,1,Muy bueno,Bien.
89163786,2add380e,7811e13c,8fd3363b,B,4,0,Muy bueno,"Funciona bien para areas pequeñas, no enfría tan dramaticamente como había visto en otra opinión, pero si refresca bien. Si fuera un poco más alto, estaría mejor."
89163786,2add380e,7811e13c,3d2e6bd0,B,5,-1,Excelente,Excelente.
89163786,2add380e,7811e13c,6bcfc70b,B,1,0,Muy malo,Realmente no es tan eficiente al enfriamiento.
3280c85e,a531086a,88dba0ff,fe532fe3,A,5,0,Excelente,"Buen producto, tirándole a exelente. Calidad en materiales y en iluminación. Lo recomiendo a pesar de ser solo 10w tienen una potencia excelente."
3280c85e,a531086a,88dba0ff,fc2e0d6d,A,4,0,Muy bueno,Excelente producto muy recomendable….
3280c85e,a531086a,0b258016,78ba3fa7,A,3,0,Bueno,"Iluminan muy bien siendo de 10w, solo que a menos de un año en la primer temporada de lluvia le entró el agua, no o se han quemado pero tienen agua e incluso hasta óxido. Me dí cuenta ahora que las desinstalé. Es mas para interiores que para exteriores."
3280c85e,a531086a,7c7bc610,f2d401b0,A,4,0,Muy bueno,"Bien, pero el cable esta muy abajo, no te deja colocarlo en una superficie plana."
3280c85e,a531086a,0c8b04a4,18b78cdf,A,5,0,Excelente,"Se ve muy resistente e ilumina bastante bien, la puse en la entrada de mi casa y da muy buena luz."
580625f9,b98f2ae8,48107a77,90b1e7df,C,5,0,Excelente,Buen producto.
919fef77,1d2e589e,bf860837,3ab2a128,C,5,0,Excelente,Aún no lo instalo.
919fef77,1d2e589e,bf860837,b6f40874,C,5,0,Excelente,Fácil de instalar.
919fef77,1d2e589e,bf860837,a0f383e5,C,3,0,Bueno,"Esperaba un tono mas fuerte, pero suena muy suave y poco debil, cuando me subo a la segunda planta de mi casa, de plano no se alcanza a escuchar nada."
31035108,c5d9bf46,6db0150f,98c0ae1a,A,5,0,Excelente,Excelente producto y calidad de primera.
31035108,c5d9bf46,6db0150f,aa8be352,A,5,0,Excelente,Fácil instalación y la luz que emite si es potente. Me gustó mucho.
31035108,c5d9bf46,6db0150f,63bd08b3,A,5,0,Excelente,Muy buena calidad ilumina excelente a buen precio.
31035108,c5d9bf46,6db0150f,eef4225f,A,5,0,Excelente,Excelente artículo.
31035108,c5d9bf46,0969c920,f9351121,A,5,0,Excelente,Buen producto.
4b70c9ad,1677a15e,6bb69515,8cfe07c9,B,1,2,Muy malo,Solo mando un producto de 4 ordenados.
4b70c9ad,1677a15e,2151f3ff,626d740a,B,5,0,Excelente,"Cumple su función sin embargo siento un poco delgado el material, de ahí en fuera todo bien."
4b70c9ad,1677a15e,2151f3ff,b710d8a1,B,4,0,Muy bueno,Bueno.
604638f7,68535b8e,ca2bc6fe,709d5301,A,5,0,Excelente,Gracias amigo justo lo que necesitaba.
31035108,021e1426,77576359,1f4fa20a,A,5,0,Excelente,Excelente producto.
31035108,021e1426,77576359,03aa227f,A,5,0,Excelente,"Excelente iluminación, lo recomiendo ampliamente."
31035108,021e1426,a96f7fd0,d6f59587,A,4,1,Muy bueno,"Muy buen producto, la iluminación es acordé a lo indicado."
31035108,021e1426,a96f7fd0,0eab4c92,A,5,0,Excelente,Me encantó ilumina super bien.
31035108,021e1426,a96f7fd0,3f4bb9ed,A,5,0,Excelente,Funcionó prefectamenten bien.
31035108,021e1426,a96f7fd0,ccd13e86,A,5,0,Excelente,Excelente iluminacion.
31035108,021e1426,b644a9c4,3d9477ac,A,5,0,Excelente,Muy buena iluminación y hasta el momento me han funcionado sin ningún problema.
31035108,021e1426,b644a9c4,1efc26bb,A,5,0,Excelente,Tiene un buen rango de iluminación luz blanca la recomiendo.
31035108,021e1426,b644a9c4,e89179b1,A,5,0,Excelente,Excelente foco lo recomiendo.
31035108,021e1426,834f07e5,229ade92,A,5,0,Excelente,Esta enorme tiene una luz muy potente y el precio muy bueno.
e45af82f,c92df19d,b2b70dbb,202472df,A,5,2,Excelente,"Quedo perfecto, la iluminación muy buena, no incluye foco pero le queda el foco estándar. Me encantó."
e45af82f,c92df19d,b2b70dbb,303c34e8,A,5,1,Excelente,Muy buen producto me encanto.
e45af82f,c92df19d,b2b70dbb,270623c2,A,5,0,Excelente,Buena calidad !.
e45af82f,c92df19d,b2b70dbb,61183cb9,A,5,0,Excelente,Muy buena y resistente.
e45af82f,c92df19d,b2b70dbb,af8a7739,A,5,0,Excelente,"Cumplió con mis expectativas, fácil de instalar."
e45af82f,c92df19d,b2b70dbb,5089e514,A,5,0,Excelente,Está bonita 😊.
e45af82f,c92df19d,b2b70dbb,230fecb0,A,5,0,Excelente,"Se ve bien material, tradicional el modelo pero luce bien."
e45af82f,c92df19d,b2b70dbb,efecb4e0,A,5,0,Excelente,"Muy buen producto, excelentes materiales y muy buen diseño."
e45af82f,c92df19d,b2b70dbb,453c6936,A,1,0,Muy malo,Me faltó una pieza de la lámpara.
580625f9,f53cdc3c,953d74ea,16ae1c22,A,5,1,Excelente,Buen producto.
580625f9,f53cdc3c,953d74ea,cebb2353,A,5,0,Excelente,Buena iluminación y estética resistentes.
580625f9,f53cdc3c,953d74ea,975fae7d,A,3,2,Bueno,"Se ve muy bien y tiene buen acabado, pero ya habia pusto un par hace 6 mese y fallo, asi que por la marca y lo que dice la caja que tiene duracion de 5 años resulto falso."
e45af82f,f53cdc3c,6701e8c6,3ebf4a44,A,5,0,Excelente,"Está marca en iluminación tienen un 10, hay otras marcas de la misma potencia que no iluminan tan bien como esta, tengo unos instalados desde hace 5 años y aún dan batalla, esta ocasión compré unas para instalar en otra casa y la verdad muy a gustos con el producto."
604638f7,81a3ac79,b548bc9a,a74df003,C,4,1,Muy bueno,"El producto me pareció bien en relación con el precio, solo una de las lámparas no emitía tanta luz aunque se cargó correctamente, pero todas las demás muy bien, se ven lindas🤩."
604638f7,81a3ac79,b548bc9a,2173063e,C,5,1,Excelente,Excelente.
604638f7,81a3ac79,b548bc9a,4fed550d,C,5,0,Excelente,"La iluminación es decorativa, para aquellos que buscamos decorar sin tanta radiación de luz un jardín.
Nos encantaron las luces, el tamaño y precio. El color es cálido y armonioso para dar una atmósfera de calidez en un jardín. Sin depender de cables.
De materiales fueron acordes al precio pagado."
580625f9,e669e619,da9fc46c,1c1d9473,A,5,0,Excelente,"Excelente, buena iluminación y se ven bien, fácil instalación."
580625f9,e669e619,da9fc46c,4a07cbc0,A,1,0,Muy malo,"Dicen que son luces blancas y no lo son! se ven muy amarillas, no alumbran nada bien."
580625f9,e669e619,da9fc46c,93f1b570,A,3,-2,Bueno,"Es luz caliente y pues no me agrado aunque si cumple su función pero creo q es mejor la luz blanca, la llamada luz fría."
53d55925,7a8d01ab,5c867162,c83c61a8,C,5,0,Excelente,
53d55925,7a8d01ab,5c867162,688cd131,C,5,0,Excelente,Excelente producto.
53d55925,7a8d01ab,5c867162,81131dd7,C,5,0,Excelente,Está muy bueno.
53d55925,364ec942,ce2e70b2,c88bbda9,C,5,0,Excelente,"Excede lo.
Que yo esperaba."
53d55925,364ec942,ce2e70b2,778dc0e0,C,5,0,Excelente,"Hasta el momento funciona bien, tiene potencia aceptable."
53d55925,364ec942,6c6e1b9d,35a54e0e,C,5,2,Excelente,Producto de muy buena calidad trabajan las 24 hrs.
53d55925,364ec942,6c6e1b9d,7c7a2f9c,C,5,1,Excelente,"Muy buen producto saca todo el humo que se genera en la cocina la durabilidad pues no la se, apenas la instale pero me recomendaron la marca y es muy práctica la instalación."
53d55925,364ec942,6c6e1b9d,0e34c0b3,C,5,0,Excelente,Es un buen producto y extrae suficiente aire.
53d55925,364ec942,6c6e1b9d,cbbfb833,C,5,0,Excelente,¡excelente! si lo recomiendo ampliamente.
53d55925,364ec942,6c6e1b9d,d14d095c,C,1,0,Muy malo,Ya no jala se amarró el motor 2 meses trado en descomponerse.
53d55925,364ec942,6c6e1b9d,03e51733,C,3,0,Bueno,Buen producto.
53d55925,99dfc2e3,40c7d4b2,11be142a,C,5,0,Excelente,De excelente calidad.
53d55925,99dfc2e3,40c7d4b2,48632be1,C,5,0,Excelente,"Excelente todo, cliente satisfecho.
Recomendado."
53d55925,99dfc2e3,40c7d4b2,8c847332,C,4,0,Muy bueno,Me pareció bueno.
53d55925,99dfc2e3,580a3627,8bfe41ff,C,4,2,Muy bueno,"Excelente adquisición, fácil instalación y justo lo q se necesitaba."
53d55925,99dfc2e3,580a3627,690065a9,C,5,1,Excelente,Producto de muy buena calidad.
53d55925,99dfc2e3,580a3627,e38177cd,C,5,1,Excelente,Muy bueno.
53d55925,99dfc2e3,580a3627,2f7c7158,C,4,0,Muy bueno,"En general bueno , extraer bien el aire."
53d55925,99dfc2e3,580a3627,1735153e,C,4,0,Muy bueno,Elmprecio. Dice michode la calidad.
53d55925,99dfc2e3,580a3627,5ee21c74,C,5,0,Excelente,Excelente.
53d55925,99dfc2e3,580a3627,0f6c1dff,C,5,0,Excelente,Muy buen producto para extraer aire caliente en mi cocina.
53d55925,99dfc2e3,580a3627,4fb36cde,C,5,0,Excelente,Silencioso.
53d55925,99dfc2e3,580a3627,03be6036,C,5,0,Excelente,Excelente calidad funciona sin problema al día de hoy.
53d55925,99dfc2e3,580a3627,ed673ac8,C,1,2,Muy malo,"El producto tiene un instructivo muy deficiente, no explican cuál color es para tierra física, corriente etc. De ahí en fuera espero funcione bien pero tengo que esperar al electricista para poder instalarlo. Eso me deja muy mal sabor de compra. Mínimo una clavijita para poder conectarlo."
53d55925,99dfc2e3,580a3627,b3682ccd,C,2,0,Malo,"No venía en buenas condiciones, las aspas estaban trabadas."
53d55925,99dfc2e3,8c72a8e6,2996b7a7,C,5,0,Excelente,Muy buen producto!.
59c4d961,345f3ac9,7bf98af1,0838dc7b,C,5,0,Excelente,Buen product fácil de instalar 10/10.
919fef77,73dcb757,8753cc10,02638d53,C,5,0,Excelente,"Buen material/calidad, sirve con el proposito. Incluye la bateria para el boton que va en el exterior."
919fef77,73dcb757,8753cc10,fe1e8170,C,5,0,Excelente,Excelente producto lo recomiendo.
919fef77,73dcb757,8753cc10,bc9741f6,C,5,0,Excelente,Muy bueno.
919fef77,73dcb757,8753cc10,4a210a72,C,5,0,Excelente,Esta fácil de instalar.
919fef77,73dcb757,8753cc10,cb8e8877,C,5,0,Excelente,Es lo que quería.
919fef77,73dcb757,8753cc10,157656f7,C,5,0,Excelente,"Excelente opcion, precio y calidad. Lo volvería comprar."
919fef77,73dcb757,8753cc10,77cfd049,C,5,0,Excelente,Buen producto y alcance.
919fef77,73dcb757,8753cc10,1fcef3c3,C,5,0,Excelente,"Excelente producto, la distancia que indica es correcta."
b4a5edc9,70b7f1d8,060da7b4,781ced90,A,5,0,Excelente,"Todo super bien, pero en 1 año regreso a la reseña a ver si sigue funcionando perfectamente y a la primera. Espero que sí."
b4a5edc9,70b7f1d8,060da7b4,c208a541,A,5,0,Excelente,Excelente contacto.
f1251b2f,856cbc3e,30b31c9c,d9ff544e,C,5,3,Excelente,Excelente.
f1251b2f,856cbc3e,30b31c9c,042d5caf,C,5,0,Excelente,Funciona muy bien y parece durable.
f1251b2f,856cbc3e,30b31c9c,f15fcbf4,C,5,0,Excelente,Vien.
f1251b2f,856cbc3e,b2a232e8,fe25adc7,C,4,0,Muy bueno,"Es perfecto , un poco ruidoso pero nada molesto , el viento que echa es demaciado , cumple con la funcionalidad para lo que está diseñado , solo espero el recibo para ver si el consumo es el que dice en la ficha técnica."
f1251b2f,856cbc3e,b2a232e8,e9456a34,C,3,0,Bueno,"Pues todo bien pero es metal, no aluminio como se pone."
15b7a4dd,d890821e,90a263b4,b08cf7da,A,5,2,Excelente,Muy buen producto lo recomiendo.
15b7a4dd,d890821e,90a263b4,0bb54abb,A,5,0,Excelente,Muy bueno mas de lo que esperaba de buen material y la bateria es duradero.
15b7a4dd,d890821e,90a263b4,e0cb56f0,A,5,0,Excelente,Mi producto me pareció muy práctico y de buena calidad si lo recomiendo.
15b7a4dd,d890821e,90a263b4,218aaf51,A,4,0,Muy bueno,Recomendado.
15b7a4dd,d890821e,90a263b4,6f8cdf9e,A,5,0,Excelente,Muy buena iluminación aunque le tarda muy poco la carga de batería.
15b7a4dd,d890821e,90a263b4,520af53f,A,5,0,Excelente,Excelente.
15b7a4dd,d890821e,90a263b4,c89e18ab,A,5,0,Excelente,Muy buena herramienta de trabajo.
15b7a4dd,d890821e,90a263b4,b8ee218b,A,5,0,Excelente,Mamalon.
15b7a4dd,d890821e,90a263b4,0acb82d3,A,5,0,Excelente,"Excelente producto, se calienta un poco pero es muuuuy práctica."
15b7a4dd,d890821e,90a263b4,6a9e0755,A,5,0,Excelente,Muy útil y excelente calidad.
15b7a4dd,d890821e,90a263b4,11bdd4b1,A,5,0,Excelente,Buen producto.
15b7a4dd,d890821e,90a263b4,7cc628d6,A,5,0,Excelente,"La adquirí porque es de la marca tecnolihg siempre he comprado esa marca y respecto a la lámpara me gusto ilumina muy bien,hice pruebas en áreas oscuras y está muy bien."
15b7a4dd,d890821e,90a263b4,98fda94e,A,5,0,Excelente,Producto de primera calidad para tico y muy buen presio.
15b7a4dd,d890821e,90a263b4,56f120f8,A,5,0,Excelente,Muy bueno.
15b7a4dd,d890821e,90a263b4,392ed2d0,A,5,0,Excelente,"Me encantó, justo lo que estaba buscando, muy buena calidad, potente, ligero y súper útil. Voy a comprar 2 más. Súper recomendable."
15b7a4dd,d890821e,90a263b4,8cf24baf,A,5,0,Excelente,"Muy bueno, lo recomiendo."
15b7a4dd,d890821e,90a263b4,9a18efc8,A,5,0,Excelente,Por el precio está genial.
15b7a4dd,d890821e,90a263b4,60c33e31,A,5,0,Excelente,Excelente.
15b7a4dd,d890821e,90a263b4,ab8c8b38,A,5,0,Excelente,La lámpara está bien chida. Y se sienten los materiales muy bien. Alumbra súper.
15b7a4dd,d890821e,90a263b4,2d26462c,A,5,0,Excelente,"Cumple las espectativas, es muy buena lámpara."
15b7a4dd,d890821e,90a263b4,8372bdcc,A,5,0,Excelente,Excelente luz muy practica de muy buena calidad en materiales y con los imanes que tiene puedes ponerla en cualquier superficie metalica.
15b7a4dd,d890821e,90a263b4,6e4e1bf8,A,5,0,Excelente,Muy buena calidad y práctica a la hora de sujetar.
